state,district,year,residualsodiumcarbonate
Maharashtra,Latur,2016,-12.421818
Maharashtra,Latur,2017,8.0763569
Maharashtra,Latur,2018,-0.71841115
Maharashtra,Mumbai Suburban,2000,
Maharashtra,Mumbai Suburban,2001,0.36000001
Maharashtra,Mumbai Suburban,2002,
Maharashtra,Mumbai Suburban,2003,
Maharashtra,Mumbai Suburban,2004,1.26
Maharashtra,Mumbai Suburban,2005,
Maharashtra,Mumbai Suburban,2006,
Maharashtra,Mumbai Suburban,2007,
Maharashtra,Mumbai Suburban,2008,
Maharashtra,Mumbai Suburban,2009,1.78
Maharashtra,Mumbai Suburban,2010,
Maharashtra,Mumbai Suburban,2011,
Maharashtra,Mumbai Suburban,2012,
Maharashtra,Mumbai Suburban,2013,
Maharashtra,Mumbai Suburban,2014,
Maharashtra,Mumbai Suburban,2015,
Maharashtra,Mumbai Suburban,2016,
Maharashtra,Mumbai Suburban,2017,5.1164398
Maharashtra,Mumbai Suburban,2018,-6.5894632
Maharashtra,Mumbai,2000,3
Maharashtra,Mumbai,2001,2.2
Maharashtra,Mumbai,2002,1.62
Maharashtra,Mumbai,2003,
Maharashtra,Mumbai,2004,2.1700001
Maharashtra,Mumbai,2005,
Maharashtra,Mumbai,2006,3.1600001
Maharashtra,Mumbai,2007,4.04
Maharashtra,Mumbai,2008,0.62
Maharashtra,Mumbai,2009,1.5
Maharashtra,Mumbai,2010,
Maharashtra,Mumbai,2011,
Maharashtra,Mumbai,2012,2.1800001
Maharashtra,Mumbai,2013,
Maharashtra,Mumbai,2014,-4.9733334
Maharashtra,Mumbai,2015,
Maharashtra,Mumbai,2016,2.1533334
Maharashtra,Mumbai,2017,10.375927
Maharashtra,Mumbai,2018,-1.2935339
Maharashtra,Nagpur,2000,4.6822219
Maharashtra,Nagpur,2001,4.9200001
Maharashtra,Nagpur,2002,3.0766666
Maharashtra,Nagpur,2003,
Maharashtra,Nagpur,2004,3.5066667
Maharashtra,Nagpur,2005,2.0647058
Maharashtra,Nagpur,2006,1.9583334
Maharashtra,Nagpur,2007,2.0650001
Maharashtra,Nagpur,2008,3.0999999
Maharashtra,Nagpur,2009,1.8581818
Maharashtra,Nagpur,2010,
Maharashtra,Nagpur,2011,
Maharashtra,Nagpur,2012,4.2377777
Maharashtra,Nagpur,2013,
Maharashtra,Nagpur,2014,-10.097407
Maharashtra,Nagpur,2015,-3.6766102
Maharashtra,Nagpur,2016,-5.3563266
Maharashtra,Nagpur,2017,14.027063
Maharashtra,Nagpur,2018,-0.60618371
Maharashtra,Nanded,2000,0.76999998
Maharashtra,Nanded,2001,2.0755556
Maharashtra,Nanded,2002,0.44999999
Maharashtra,Nanded,2003,
Maharashtra,Nanded,2004,1.1900001
Maharashtra,Nanded,2005,2.552
Maharashtra,Nanded,2006,1.21
Maharashtra,Nanded,2007,3.02
Maharashtra,Nanded,2008,1.1799999
Maharashtra,Nanded,2009,2.8
Maharashtra,Nanded,2010,
Maharashtra,Nanded,2011,
Maharashtra,Nanded,2012,
Maharashtra,Nanded,2013,
Maharashtra,Nanded,2014,-13.764167
Maharashtra,Nanded,2015,-9.3450003
Maharashtra,Nanded,2016,-2.7386668
Maharashtra,Nanded,2017,11.710856
Maharashtra,Nanded,2018,-2.5693595
Maharashtra,Nandurbar,2000,0.93000001
Maharashtra,Nandurbar,2001,1.6
Maharashtra,Nandurbar,2002,0.69
Maharashtra,Nandurbar,2003,
Maharashtra,Nandurbar,2004,1
Maharashtra,Nandurbar,2005,
Maharashtra,Nandurbar,2006,
Maharashtra,Nandurbar,2007,0.02
Maharashtra,Nandurbar,2008,1.6
Maharashtra,Nandurbar,2009,1
Maharashtra,Nandurbar,2010,
Maharashtra,Nandurbar,2011,
Maharashtra,Nandurbar,2012,0.64499998
Maharashtra,Nandurbar,2013,
Maharashtra,Nandurbar,2014,-11.329166
Maharashtra,Nandurbar,2015,-1.2
Maharashtra,Nandurbar,2016,-7.9231577
Maharashtra,Nandurbar,2017,9.7365599
Maharashtra,Nandurbar,2018,-3.9219759
Maharashtra,Nashik,2000,2.6980002
Maharashtra,Nashik,2001,0.86000001
Maharashtra,Nashik,2002,0.9066667
Maharashtra,Nashik,2003,
Maharashtra,Nashik,2004,2.6600001
Maharashtra,Nashik,2005,5.4000001
Maharashtra,Nashik,2006,7.0149999
Maharashtra,Nashik,2007,3.6600001
Maharashtra,Nashik,2008,5.9050002
Maharashtra,Nashik,2009,0.38
Maharashtra,Nashik,2010,
Maharashtra,Nashik,2011,
Maharashtra,Nashik,2012,2
Maharashtra,Nashik,2013,0.18000001
Maharashtra,Nashik,2014,-9.7072411
Maharashtra,Nashik,2015,-5.6008887
Maharashtra,Nashik,2016,-8.7216263
Maharashtra,Nashik,2017,12.594333
Maharashtra,Nashik,2018,-4.1036763
Maharashtra,Osmanabad,2000,1.04
Maharashtra,Osmanabad,2001,0.36000001
Maharashtra,Osmanabad,2002,1.3
Maharashtra,Osmanabad,2003,
Maharashtra,Osmanabad,2004,2.0266666
Maharashtra,Osmanabad,2005,
Maharashtra,Osmanabad,2006,1.24
Maharashtra,Osmanabad,2007,
Maharashtra,Osmanabad,2008,
Maharashtra,Osmanabad,2009,
Maharashtra,Osmanabad,2010,
Maharashtra,Osmanabad,2011,
Maharashtra,Osmanabad,2012,
Maharashtra,Osmanabad,2013,
Maharashtra,Osmanabad,2014,-11.4075
Maharashtra,Osmanabad,2015,-18.784615
Maharashtra,Osmanabad,2016,-9.545455
Maharashtra,Osmanabad,2017,11.060768
Maharashtra,Osmanabad,2018,-2.8400161
Maharashtra,Parbhani,2000,2.2411969
Maharashtra,Parbhani,2001,2.76
Maharashtra,Parbhani,2002,3.6266668
Maharashtra,Parbhani,2003,
Maharashtra,Parbhani,2004,4
Maharashtra,Parbhani,2005,3.0666666
Maharashtra,Parbhani,2006,6.96
Maharashtra,Parbhani,2007,1.9250001
Maharashtra,Parbhani,2008,3.27
Maharashtra,Parbhani,2009,6.8000002
Maharashtra,Parbhani,2010,
Maharashtra,Parbhani,2011,
Maharashtra,Parbhani,2012,
Maharashtra,Parbhani,2013,
Maharashtra,Parbhani,2014,-11.472
Maharashtra,Parbhani,2015,-2.8470588
Maharashtra,Parbhani,2016,-5.0106668
Maharashtra,Parbhani,2017,10.010513
Maharashtra,Parbhani,2018,0.83891135
Maharashtra,Pune,2000,1.98375
Maharashtra,Pune,2001,2.9524999
Maharashtra,Pune,2002,2.8244445
Maharashtra,Pune,2003,
Maharashtra,Pune,2004,4.722857
Maharashtra,Pune,2005,4.2466664
Maharashtra,Pune,2006,3.0725
Maharashtra,Pune,2007,2.4142857
Maharashtra,Pune,2008,3.375
Maharashtra,Pune,2009,1.8682353
Maharashtra,Pune,2010,
Maharashtra,Pune,2011,
Maharashtra,Pune,2012,5.6066666
Maharashtra,Pune,2013,
Maharashtra,Pune,2014,-10.8544
Maharashtra,Pune,2015,-3.145
Maharashtra,Pune,2016,-6.1428995
Maharashtra,Pune,2017,10.568538
Maharashtra,Pune,2018,-0.1529251
Maharashtra,Raigad,2000,
Maharashtra,Raigad,2001,1.96
Maharashtra,Raigad,2002,0.22
Maharashtra,Raigad,2003,
Maharashtra,Raigad,2004,5.6399999
Maharashtra,Raigad,2005,0.41999999
Maharashtra,Raigad,2006,
Maharashtra,Raigad,2007,
Maharashtra,Raigad,2008,
Maharashtra,Raigad,2009,
Maharashtra,Raigad,2010,
Maharashtra,Raigad,2011,
Maharashtra,Raigad,2012,
Maharashtra,Raigad,2013,
Maharashtra,Raigad,2014,-1.5
Maharashtra,Raigad,2015,0.60000002
Maharashtra,Raigad,2016,-0.47999999
Maharashtra,Raigad,2017,10.91238
Maharashtra,Raigad,2018,3.638613
Maharashtra,Raigarh,2003,
Maharashtra,Raigarh,2004,1.04
Maharashtra,Raigarh,2014,-2.7588785
Maharashtra,Raigarh,2017,6.2186918
Maharashtra,Ratnagiri,2000,0.125
Maharashtra,Ratnagiri,2001,0.145
Maharashtra,Ratnagiri,2002,0.105
Maharashtra,Ratnagiri,2003,
Maharashtra,Ratnagiri,2004,
Maharashtra,Ratnagiri,2005,0.68000001
Maharashtra,Ratnagiri,2006,0.22999999
Maharashtra,Ratnagiri,2007,0.12222222
Maharashtra,Ratnagiri,2008,0.13052632
Maharashtra,Ratnagiri,2009,0.02
Maharashtra,Ratnagiri,2010,
Maharashtra,Ratnagiri,2011,
Maharashtra,Ratnagiri,2012,
Maharashtra,Ratnagiri,2013,2.5
Maharashtra,Ratnagiri,2014,-1.60375
Maharashtra,Ratnagiri,2015,-2.2514286
Maharashtra,Ratnagiri,2016,-0.36052629
Maharashtra,Ratnagiri,2017,16.833138
Maharashtra,Ratnagiri,2018,-2.1015296
Maharashtra,Sangli,2000,1.24
Maharashtra,Sangli,2001,4.4200001
Maharashtra,Sangli,2002,1.8933333
Maharashtra,Sangli,2003,
Maharashtra,Sangli,2004,
Maharashtra,Sangli,2005,
Maharashtra,Sangli,2006,2.5599999
Maharashtra,Sangli,2007,0.80000001
Maharashtra,Sangli,2008,1.9399999
Maharashtra,Sangli,2009,4.0799999
Maharashtra,Sangli,2010,
Maharashtra,Sangli,2011,
Maharashtra,Sangli,2012,
Maharashtra,Sangli,2013,
Maharashtra,Sangli,2014,-14.928572
Maharashtra,Sangli,2015,-9.0890903
Maharashtra,Sangli,2016,-5.2046666
Maharashtra,Sangli,2017,10.558726
Maharashtra,Sangli,2018,0.57254839
Maharashtra,Satara,2000,1.2533333
Maharashtra,Satara,2001,1.5733333
Maharashtra,Satara,2002,1.7866666
Maharashtra,Satara,2003,
Maharashtra,Satara,2004,0.079999998
Maharashtra,Satara,2005,1.9
Maharashtra,Satara,2006,1.865
Maharashtra,Satara,2007,1.26
Maharashtra,Satara,2008,1.4109091
Maharashtra,Satara,2009,2.9449999
Maharashtra,Satara,2010,
Maharashtra,Satara,2011,
Maharashtra,Satara,2012,
Maharashtra,Satara,2013,
Maharashtra,Satara,2014,-5.2668424
Maharashtra,Satara,2015,-4.1222224
Maharashtra,Satara,2016,-3.8635294
Maharashtra,Satara,2017,8.9716806
Maharashtra,Satara,2018,-1.0719774
Maharashtra,Sindhudurg,2000,0.176
Maharashtra,Sindhudurg,2001,0.3876923
Maharashtra,Sindhudurg,2002,0.28
Maharashtra,Sindhudurg,2003,
Maharashtra,Sindhudurg,2004,0.2375
Maharashtra,Sindhudurg,2005,0.23
Maharashtra,Sindhudurg,2006,0.124
Maharashtra,Sindhudurg,2007,0.11
Maharashtra,Sindhudurg,2008,0.075000003
Maharashtra,Sindhudurg,2009,0.13
Maharashtra,Sindhudurg,2010,
Maharashtra,Sindhudurg,2011,
Maharashtra,Sindhudurg,2012,1.3488889
Maharashtra,Sindhudurg,2013,0.40000001
Maharashtra,Sindhudurg,2014,-1.7191304
Maharashtra,Sindhudurg,2015,-2.0929413
Maharashtra,Sindhudurg,2016,1.5018605
Maharashtra,Sindhudurg,2017,8.061388
Maharashtra,Sindhudurg,2018,-4.1508288
Maharashtra,Solapur,2000,3.9711111
Maharashtra,Solapur,2001,3.0899999
Maharashtra,Solapur,2002,6.9266667
Maharashtra,Solapur,2003,
Maharashtra,Solapur,2004,
Maharashtra,Solapur,2005,
Maharashtra,Solapur,2006,1.5333333
Maharashtra,Solapur,2007,2.0999999
Maharashtra,Solapur,2008,1.8657143
Maharashtra,Solapur,2009,3.7633333
Maharashtra,Solapur,2010,
Maharashtra,Solapur,2011,
Maharashtra,Solapur,2012,
Maharashtra,Solapur,2013,
Maharashtra,Solapur,2014,-18.476191
Maharashtra,Solapur,2015,-16.957273
Maharashtra,Solapur,2016,-9.5642853
Maharashtra,Solapur,2017,12.086957
Maharashtra,Solapur,2018,-1.7037542
Maharashtra,Thane,2000,3.4012501
Maharashtra,Thane,2001,2.52
Maharashtra,Thane,2002,0.70444447
Maharashtra,Thane,2003,
Maharashtra,Thane,2004,0.72500002
Maharashtra,Thane,2005,0.56666666
Maharashtra,Thane,2006,0.81333333
Maharashtra,Thane,2007,0.9066667
Maharashtra,Thane,2008,0.62
Maharashtra,Thane,2009,0.71846157
Maharashtra,Thane,2010,
Maharashtra,Thane,2011,
Maharashtra,Thane,2012,1.35
Maharashtra,Thane,2013,
Maharashtra,Thane,2014,-3.0788236
Maharashtra,Thane,2015,-3.5999999
Maharashtra,Thane,2016,-4.7370214
Maharashtra,Thane,2017,8.0584326
Maharashtra,Thane,2018,-1.1369063
Maharashtra,Wardha,2000,4.3000002
Maharashtra,Wardha,2001,3.1700001
Maharashtra,Wardha,2002,6.1760001
Maharashtra,Wardha,2003,
Maharashtra,Wardha,2004,4.4650002
Maharashtra,Wardha,2005,10.58
Maharashtra,Wardha,2006,10.746667
Maharashtra,Wardha,2007,3.5387499
Maharashtra,Wardha,2008,6.6359997
Maharashtra,Wardha,2009,1.7333333
Maharashtra,Wardha,2010,
Maharashtra,Wardha,2011,
Maharashtra,Wardha,2012,3
Maharashtra,Wardha,2013,5.8000002
Maharashtra,Wardha,2014,-10.309756
Maharashtra,Wardha,2015,2.9849999
Maharashtra,Wardha,2016,-7.7108574
Maharashtra,Wardha,2017,11.760701
Maharashtra,Wardha,2018,-4.3580046
Maharashtra,Washim,2000,3.9771428
Maharashtra,Washim,2001,5.3400002
Maharashtra,Washim,2002,4.6857142
Maharashtra,Washim,2003,
Maharashtra,Washim,2004,3.885
Maharashtra,Washim,2005,
Maharashtra,Washim,2006,3.6700001
Maharashtra,Washim,2007,9.6199999
Maharashtra,Washim,2008,2.3499999
Maharashtra,Washim,2009,1.0133333
Maharashtra,Washim,2010,
Maharashtra,Washim,2011,
Maharashtra,Washim,2012,
Maharashtra,Washim,2013,
Maharashtra,Washim,2014,-7.7280002
Maharashtra,Washim,2015,-6.8292308
Maharashtra,Washim,2016,-7.3035293
Maharashtra,Washim,2017,12.190615
Maharashtra,Washim,2018,-6.3355379
Maharashtra,Yavatmal,2000,2.0814285
Maharashtra,Yavatmal,2001,1.9749999
Maharashtra,Yavatmal,2002,2.1028571
Maharashtra,Yavatmal,2003,
Maharashtra,Yavatmal,2004,2.9333334
Maharashtra,Yavatmal,2005,4.4000001
Maharashtra,Yavatmal,2006,3.0333333
Maharashtra,Yavatmal,2007,2.8
Maharashtra,Yavatmal,2008,3.6703327
Maharashtra,Yavatmal,2009,7.7800002
Maharashtra,Yavatmal,2010,
Maharashtra,Yavatmal,2011,
Maharashtra,Yavatmal,2012,1.6099999
Maharashtra,Yavatmal,2013,
Maharashtra,Yavatmal,2014,-10.025263
Maharashtra,Yavatmal,2015,-8.3971424
Maharashtra,Yavatmal,2016,-2.2906983
Maharashtra,Yavatmal,2017,10.116284
Maharashtra,Yavatmal,2018,-0.74884969
Meghalaya,East Garo Hills,2000,
Meghalaya,East Garo Hills,2001,
Meghalaya,East Garo Hills,2002,
Meghalaya,East Garo Hills,2003,
Meghalaya,East Garo Hills,2004,
Meghalaya,East Garo Hills,2005,0.24000001
Meghalaya,East Garo Hills,2006,0.37
Meghalaya,East Garo Hills,2007,0.16
Meghalaya,East Garo Hills,2008,0.2
Meghalaya,East Garo Hills,2009,
Meghalaya,East Garo Hills,2010,0.44
Meghalaya,East Garo Hills,2011,
Meghalaya,East Garo Hills,2012,
Meghalaya,East Garo Hills,2013,
Meghalaya,East Garo Hills,2014,-0.75999999
Meghalaya,East Garo Hills,2015,-1.36
Meghalaya,East Garo Hills,2016,0
Meghalaya,East Garo Hills,2017,
Meghalaya,East Garo Hills,2018,-0.93997723
Meghalaya,East Jaintia Hills,2000,
Meghalaya,East Jaintia Hills,2001,
Meghalaya,East Jaintia Hills,2002,
Meghalaya,East Jaintia Hills,2003,
Meghalaya,East Jaintia Hills,2004,
Meghalaya,East Jaintia Hills,2005,
Meghalaya,East Jaintia Hills,2006,
Meghalaya,East Jaintia Hills,2007,
Meghalaya,East Jaintia Hills,2008,
Meghalaya,East Jaintia Hills,2009,
Meghalaya,East Jaintia Hills,2010,
Meghalaya,East Jaintia Hills,2011,
Meghalaya,East Jaintia Hills,2012,
Meghalaya,East Jaintia Hills,2013,
Meghalaya,East Jaintia Hills,2014,
Meghalaya,East Jaintia Hills,2015,
Meghalaya,East Jaintia Hills,2016,
Meghalaya,East Jaintia Hills,2017,-5.3000002
Meghalaya,East Jaintia Hills,2018,
Meghalaya,East Khasi Hills,2000,
Meghalaya,East Khasi Hills,2001,
Meghalaya,East Khasi Hills,2002,
Meghalaya,East Khasi Hills,2003,
Meghalaya,East Khasi Hills,2004,
Meghalaya,East Khasi Hills,2005,0.40666667
Meghalaya,East Khasi Hills,2006,
Meghalaya,East Khasi Hills,2007,0
Meghalaya,East Khasi Hills,2008,0.40000001
Meghalaya,East Khasi Hills,2009,
Meghalaya,East Khasi Hills,2010,
Meghalaya,East Khasi Hills,2011,4.2800002
Meghalaya,East Khasi Hills,2012,
Meghalaya,East Khasi Hills,2013,
Meghalaya,East Khasi Hills,2014,-0.26999998
Meghalaya,East Khasi Hills,2015,-0.66000003
Meghalaya,East Khasi Hills,2016,0
Meghalaya,East Khasi Hills,2017,-0.27000001
Meghalaya,East Khasi Hills,2018,-0.98120499
Meghalaya,Ri Bhoi,2000,
Meghalaya,Ri Bhoi,2001,
Meghalaya,Ri Bhoi,2002,
Meghalaya,Ri Bhoi,2003,
Meghalaya,Ri Bhoi,2004,
Meghalaya,Ri Bhoi,2005,
Meghalaya,Ri Bhoi,2006,
Meghalaya,Ri Bhoi,2007,
Meghalaya,Ri Bhoi,2008,
Meghalaya,Ri Bhoi,2009,0.04458585
Meghalaya,Ri Bhoi,2010,
Meghalaya,Ri Bhoi,2011,
Meghalaya,Ri Bhoi,2012,
Meghalaya,Ri Bhoi,2013,
Meghalaya,Ri Bhoi,2014,-0.23999999
Meghalaya,Ri Bhoi,2015,-1.6799999
Meghalaya,Ri Bhoi,2016,
Meghalaya,Ri Bhoi,2017,-0.028571382
Meghalaya,Ri Bhoi,2018,-1.7052509
Meghalaya,South Garo Hills,2000,
Meghalaya,South Garo Hills,2001,
Meghalaya,South Garo Hills,2002,
Meghalaya,South Garo Hills,2003,
Meghalaya,South Garo Hills,2004,
Meghalaya,South Garo Hills,2005,
Meghalaya,South Garo Hills,2006,0.40000001
Meghalaya,South Garo Hills,2007,
Meghalaya,South Garo Hills,2008,
Meghalaya,South Garo Hills,2009,
Meghalaya,South Garo Hills,2010,
Meghalaya,South Garo Hills,2011,
Meghalaya,South Garo Hills,2012,
Meghalaya,South Garo Hills,2013,
Meghalaya,South Garo Hills,2014,
Meghalaya,South Garo Hills,2015,
Meghalaya,South Garo Hills,2016,
Meghalaya,South Garo Hills,2017,
Meghalaya,South Garo Hills,2018,
Meghalaya,West Garo Hills,2000,
Meghalaya,West Garo Hills,2001,
Meghalaya,West Garo Hills,2002,
Meghalaya,West Garo Hills,2003,
Meghalaya,West Garo Hills,2004,
Meghalaya,West Garo Hills,2005,0
Meghalaya,West Garo Hills,2006,0.36000001
Meghalaya,West Garo Hills,2007,1.6700001
Meghalaya,West Garo Hills,2008,
Meghalaya,West Garo Hills,2009,
Meghalaya,West Garo Hills,2010,
Meghalaya,West Garo Hills,2011,
Meghalaya,West Garo Hills,2012,
Meghalaya,West Garo Hills,2013,
Meghalaya,West Garo Hills,2014,-1.2333333
Meghalaya,West Garo Hills,2015,-0.68000001
Meghalaya,West Garo Hills,2016,0
Meghalaya,West Garo Hills,2017,-0.33333331
Meghalaya,West Garo Hills,2018,-0.73750138
Meghalaya,West Jaintia Hills,2000,
Meghalaya,West Jaintia Hills,2001,
Meghalaya,West Jaintia Hills,2002,
Meghalaya,West Jaintia Hills,2003,
Meghalaya,West Jaintia Hills,2004,
Meghalaya,West Jaintia Hills,2005,
Meghalaya,West Jaintia Hills,2006,0.22
Meghalaya,West Jaintia Hills,2007,
Meghalaya,West Jaintia Hills,2008,0.22
Meghalaya,West Jaintia Hills,2009,
Meghalaya,West Jaintia Hills,2010,
Meghalaya,West Jaintia Hills,2011,
Meghalaya,West Jaintia Hills,2012,
Meghalaya,West Jaintia Hills,2013,
Meghalaya,West Jaintia Hills,2014,-0.039999999
Meghalaya,West Jaintia Hills,2015,4.1699996
Meghalaya,West Jaintia Hills,2016,
Meghalaya,West Jaintia Hills,2017,-0.72000003
Meghalaya,West Jaintia Hills,2018,-1.5421163
Meghalaya,West Khasi Hills,2000,
Meghalaya,West Khasi Hills,2001,
Meghalaya,West Khasi Hills,2002,
Meghalaya,West Khasi Hills,2003,
Meghalaya,West Khasi Hills,2004,
Meghalaya,West Khasi Hills,2005,
Meghalaya,West Khasi Hills,2006,
Meghalaya,West Khasi Hills,2007,
Meghalaya,West Khasi Hills,2008,
Meghalaya,West Khasi Hills,2009,
Meghalaya,West Khasi Hills,2010,
Meghalaya,West Khasi Hills,2011,
Meghalaya,West Khasi Hills,2012,
Meghalaya,West Khasi Hills,2013,
Meghalaya,West Khasi Hills,2014,
Meghalaya,West Khasi Hills,2015,
Meghalaya,West Khasi Hills,2016,
Meghalaya,West Khasi Hills,2017,-2.04
Meghalaya,West Khasi Hills,2018,-0.69706082
Nagaland,Dimapur,2000,
Nagaland,Dimapur,2001,
Nagaland,Dimapur,2002,
Nagaland,Dimapur,2003,
Nagaland,Dimapur,2004,
Nagaland,Dimapur,2005,2.2079999
Nagaland,Dimapur,2006,3.1933334
Nagaland,Dimapur,2007,
Nagaland,Dimapur,2008,
Nagaland,Dimapur,2009,
Nagaland,Dimapur,2010,
Nagaland,Dimapur,2011,
Nagaland,Dimapur,2012,
Nagaland,Dimapur,2013,
Nagaland,Dimapur,2014,0.79666668
Nagaland,Dimapur,2015,-2.3099999
Nagaland,Dimapur,2016,0
Nagaland,Dimapur,2017,
Nagaland,Dimapur,2018,
Nagaland,Kohima,2000,
Nagaland,Kohima,2001,
Nagaland,Kohima,2002,
Nagaland,Kohima,2003,
Nagaland,Kohima,2004,
Nagaland,Kohima,2005,6.9899998
Nagaland,Kohima,2006,2.78
Nagaland,Kohima,2007,
Nagaland,Kohima,2008,
Nagaland,Kohima,2009,
Nagaland,Kohima,2010,
Nagaland,Kohima,2011,
Nagaland,Kohima,2012,
Nagaland,Kohima,2013,
Nagaland,Kohima,2014,
Nagaland,Kohima,2015,
Nagaland,Kohima,2016,
Nagaland,Kohima,2017,
Nagaland,Kohima,2018,
Nagaland,Mon,2000,
Nagaland,Mon,2001,
Nagaland,Mon,2002,
Nagaland,Mon,2003,
Nagaland,Mon,2004,
Nagaland,Mon,2005,
Nagaland,Mon,2006,
Nagaland,Mon,2007,
Nagaland,Mon,2008,
Nagaland,Mon,2009,
Nagaland,Mon,2010,
Nagaland,Mon,2011,
Nagaland,Mon,2012,
Nagaland,Mon,2013,
Nagaland,Mon,2014,
Nagaland,Mon,2015,
Nagaland,Mon,2016,
Nagaland,Mon,2017,
Nagaland,Mon,2018,
Nagaland,Wokha,2000,
Nagaland,Wokha,2001,
Nagaland,Wokha,2002,
Nagaland,Wokha,2003,
Nagaland,Wokha,2004,
Nagaland,Wokha,2005,
Nagaland,Wokha,2006,
Nagaland,Wokha,2007,
Nagaland,Wokha,2008,
Nagaland,Wokha,2009,
Nagaland,Wokha,2010,
Nagaland,Wokha,2011,
Nagaland,Wokha,2012,
Nagaland,Wokha,2013,
Nagaland,Wokha,2014,
Nagaland,Wokha,2015,
Nagaland,Wokha,2016,
Nagaland,Wokha,2017,
Nagaland,Wokha,2018,
Odisha,Anugul,2000,
Odisha,Anugul,2001,
Odisha,Anugul,2002,
Odisha,Anugul,2003,
Odisha,Anugul,2004,
Odisha,Anugul,2005,
Odisha,Anugul,2006,
Odisha,Anugul,2007,
Odisha,Anugul,2008,
Odisha,Anugul,2009,6.2249999
Odisha,Anugul,2010,
Odisha,Anugul,2011,
Odisha,Anugul,2012,3.9963636
Odisha,Anugul,2013,6.96
Odisha,Anugul,2014,-1.298421
Odisha,Anugul,2015,-1.567
Odisha,Anugul,2016,3.5999999
Odisha,Anugul,2017,
Odisha,Anugul,2018,0
Odisha,Balangir,2000,
Odisha,Balangir,2001,
Odisha,Balangir,2002,
Odisha,Balangir,2003,
Odisha,Balangir,2004,
Odisha,Balangir,2005,
Odisha,Balangir,2006,
Odisha,Balangir,2007,
Odisha,Balangir,2008,
Odisha,Balangir,2009,1.6657143
Odisha,Balangir,2010,
Odisha,Balangir,2011,
Odisha,Balangir,2012,1.6500001
Odisha,Balangir,2013,1.2986666
Odisha,Balangir,2014,-0.5640741
Odisha,Balangir,2015,-2.0193443
Odisha,Balangir,2016,
Odisha,Balangir,2017,
Odisha,Balangir,2018,0
Odisha,Baleshwar,2000,
Odisha,Baleshwar,2001,
Odisha,Baleshwar,2002,
Odisha,Baleshwar,2003,
Odisha,Baleshwar,2004,
Odisha,Baleshwar,2005,
Odisha,Baleshwar,2006,
Odisha,Baleshwar,2007,
Odisha,Baleshwar,2008,
Odisha,Baleshwar,2009,2.9942858
Odisha,Baleshwar,2010,
Odisha,Baleshwar,2011,
Odisha,Baleshwar,2012,0.88
Odisha,Baleshwar,2013,2.415
Odisha,Baleshwar,2014,-1.9636364
Odisha,Baleshwar,2015,-0.015172405
Odisha,Baleshwar,2016,
Odisha,Baleshwar,2017,
Odisha,Baleshwar,2018,0
Odisha,Bargarh,2000,
Odisha,Bargarh,2001,
Odisha,Bargarh,2002,
Odisha,Bargarh,2003,
Odisha,Bargarh,2004,
Odisha,Bargarh,2005,
Odisha,Bargarh,2006,
Odisha,Bargarh,2007,
Odisha,Bargarh,2008,
Odisha,Bargarh,2009,2.5699999
Odisha,Bargarh,2010,
Odisha,Bargarh,2011,
Odisha,Bargarh,2012,0.75999999
Odisha,Bargarh,2013,0.81999999
Odisha,Bargarh,2014,-2.7797015
Odisha,Bargarh,2015,-4.3114285
Odisha,Bargarh,2016,
Odisha,Bargarh,2017,
Odisha,Bargarh,2018,0
Odisha,Bhadrak,2000,
Odisha,Bhadrak,2001,
Odisha,Bhadrak,2002,
Odisha,Bhadrak,2003,
Odisha,Bhadrak,2004,
Odisha,Bhadrak,2005,
Odisha,Bhadrak,2006,
Odisha,Bhadrak,2007,
Odisha,Bhadrak,2008,
Odisha,Bhadrak,2009,0.62857145
Odisha,Bhadrak,2010,
Odisha,Bhadrak,2011,
Odisha,Bhadrak,2012,1.33
Odisha,Bhadrak,2013,3.0171428
Odisha,Bhadrak,2014,-2.1586666
Odisha,Bhadrak,2015,0.023157891
Odisha,Bhadrak,2016,
Odisha,Bhadrak,2017,
Odisha,Bhadrak,2018,0
Odisha,Boudh,2000,
Odisha,Boudh,2001,
Odisha,Boudh,2002,
Odisha,Boudh,2003,
Odisha,Boudh,2004,
Odisha,Boudh,2005,
Odisha,Boudh,2006,
Odisha,Boudh,2007,
Odisha,Boudh,2008,
Odisha,Boudh,2009,1.6523076
Odisha,Boudh,2010,
Odisha,Boudh,2011,
Odisha,Boudh,2012,1.1777778
Odisha,Boudh,2013,2.9466667
Odisha,Boudh,2014,-2.319535
Odisha,Boudh,2015,-5.2408333
Odisha,Boudh,2016,
Odisha,Boudh,2017,
Odisha,Boudh,2018,0
Odisha,Cuttack,2000,
Odisha,Cuttack,2001,
Odisha,Cuttack,2002,
Odisha,Cuttack,2003,
Odisha,Cuttack,2004,
Odisha,Cuttack,2005,
Odisha,Cuttack,2006,
Odisha,Cuttack,2007,
Odisha,Cuttack,2008,
Odisha,Cuttack,2009,1.74
Odisha,Cuttack,2010,
Odisha,Cuttack,2011,
Odisha,Cuttack,2012,6.0999999
Odisha,Cuttack,2013,1.0966667
Odisha,Cuttack,2014,-0.94555557
Odisha,Cuttack,2015,-1.9106667
Odisha,Cuttack,2016,
Odisha,Cuttack,2017,
Odisha,Cuttack,2018,0
Odisha,Deogarh,2000,
Odisha,Deogarh,2001,
Odisha,Deogarh,2002,
