state,district,year,residualsodiumcarbonate
Chhattisgarh,Bastar,2017,
Chhattisgarh,Bijapur,2012,
Chhattisgarh,Bilaspur,2000,
Chhattisgarh,Bilaspur,2003,
Chhattisgarh,Bilaspur,2010,
Chhattisgarh,Bilaspur,2011,
Chhattisgarh,Bilaspur,2015,
Chhattisgarh,Bilaspur,2016,
Chhattisgarh,Bilaspur,2017,
Chhattisgarh,Dantewada,2000,
Chhattisgarh,Dantewada,2003,
Chhattisgarh,Dantewada,2006,
Chhattisgarh,Dantewada,2009,
Chhattisgarh,Dantewada,2010,
Chhattisgarh,Dantewada,2011,
Chhattisgarh,Dantewada,2012,
Chhattisgarh,Dantewada,2013,
Chhattisgarh,Dantewada,2014,
Chhattisgarh,Dantewada,2015,
Chhattisgarh,Dantewada,2016,
Chhattisgarh,Dantewada,2017,
Chhattisgarh,Dantewada,2018,
Chhattisgarh,Dhamtari,2000,
Chhattisgarh,Dhamtari,2003,
Chhattisgarh,Dhamtari,2010,
Chhattisgarh,Dhamtari,2015,
Chhattisgarh,Dhamtari,2016,
Chhattisgarh,Dhamtari,2017,
Chhattisgarh,Durg,2000,
Chhattisgarh,Durg,2003,
Chhattisgarh,Durg,2010,
Chhattisgarh,Durg,2013,
Chhattisgarh,Durg,2015,
Chhattisgarh,Durg,2016,
Chhattisgarh,Durg,2017,
Chhattisgarh,Janjgir-Champa,2000,
Chhattisgarh,Janjgir-Champa,2002,
Chhattisgarh,Janjgir-Champa,2003,
Chhattisgarh,Janjgir-Champa,2010,
Chhattisgarh,Janjgir-Champa,2011,
Chhattisgarh,Janjgir-Champa,2015,
Chhattisgarh,Janjgir-Champa,2016,
Chhattisgarh,Jashpur,2000,
Chhattisgarh,Jashpur,2003,
Chhattisgarh,Jashpur,2010,
Chhattisgarh,Jashpur,2015,
Chhattisgarh,Jashpur,2016,
Chhattisgarh,Jashpur,2017,
Chhattisgarh,Kabirdham,2000,
Chhattisgarh,Kabirdham,2003,
Chhattisgarh,Kabirdham,2010,
Chhattisgarh,Kabirdham,2011,
Chhattisgarh,Kabirdham,2013,
Chhattisgarh,Kabirdham,2015,
Chhattisgarh,Kabirdham,2016,
Chhattisgarh,Kabirdham,2017,
Chhattisgarh,Kanker,2000,
Chhattisgarh,Kanker,2003,
Chhattisgarh,Kanker,2009,
Chhattisgarh,Kanker,2010,
Chhattisgarh,Kanker,2013,
Chhattisgarh,Kanker,2015,
Chhattisgarh,Kanker,2016,
Chhattisgarh,Kanker,2017,
Chhattisgarh,Korba,2000,
Chhattisgarh,Korba,2003,
Chhattisgarh,Korba,2010,
Chhattisgarh,Korba,2011,
Chhattisgarh,Korba,2015,
Chhattisgarh,Korba,2016,
Chhattisgarh,Korba,2017,
Chhattisgarh,Korea,2000,
Chhattisgarh,Korea,2003,
Chhattisgarh,Korea,2010,
Chhattisgarh,Korea,2011,
Chhattisgarh,Korea,2015,
Chhattisgarh,Korea,2016,
Chhattisgarh,Korea,2017,
Chhattisgarh,Mahasamund,2000,
Chhattisgarh,Mahasamund,2003,
Chhattisgarh,Mahasamund,2010,
Chhattisgarh,Mahasamund,2011,
Chhattisgarh,Mahasamund,2015,
Chhattisgarh,Mahasamund,2016,
Chhattisgarh,Mahasamund,2017,
Chhattisgarh,Narayanpur,2000,
Chhattisgarh,Narayanpur,2001,
Chhattisgarh,Narayanpur,2002,
Chhattisgarh,Narayanpur,2003,
Chhattisgarh,Narayanpur,2006,
Chhattisgarh,Narayanpur,2007,
Chhattisgarh,Narayanpur,2008,
Chhattisgarh,Narayanpur,2009,
Chhattisgarh,Narayanpur,2010,
Chhattisgarh,Narayanpur,2011,
Chhattisgarh,Narayanpur,2012,
Chhattisgarh,Narayanpur,2013,
Chhattisgarh,Narayanpur,2014,
Chhattisgarh,Narayanpur,2015,
Chhattisgarh,Narayanpur,2016,
Chhattisgarh,Narayanpur,2017,
Chhattisgarh,Narayanpur,2018,
Chhattisgarh,Raigarh,2010,
Chhattisgarh,Raipur,2000,
Chhattisgarh,Raipur,2010,
Chhattisgarh,Raipur,2011,
Chhattisgarh,Raipur,2015,
Chhattisgarh,Raipur,2016,
Chhattisgarh,Raipur,2017,
Chhattisgarh,Rajnandgaon,2000,
Chhattisgarh,Rajnandgaon,2003,
Chhattisgarh,Rajnandgaon,2010,
Chhattisgarh,Rajnandgaon,2011,
Chhattisgarh,Rajnandgaon,2013,
Chhattisgarh,Rajnandgaon,2015,
Chhattisgarh,Rajnandgaon,2016,
Chhattisgarh,Rajnandgaon,2017,
Chhattisgarh,Surajpur,2000,
Chhattisgarh,Surajpur,2002,
Chhattisgarh,Surajpur,2003,
Chhattisgarh,Surajpur,2005,
Chhattisgarh,Surajpur,2006,
Chhattisgarh,Surajpur,2007,
Chhattisgarh,Surajpur,2009,
Chhattisgarh,Surajpur,2010,
Chhattisgarh,Surajpur,2011,
Chhattisgarh,Surajpur,2012,
Chhattisgarh,Surajpur,2013,
Chhattisgarh,Surajpur,2015,
Chhattisgarh,Surajpur,2016,
Chhattisgarh,Surajpur,2017,
Chhattisgarh,Surguja,2000,
Chhattisgarh,Surguja,2003,
Chhattisgarh,Surguja,2010,
Chhattisgarh,Surguja,2011,
Chhattisgarh,Surguja,2015,
Chhattisgarh,Surguja,2016,
Chhattisgarh,Surguja,2017,
Delhi,Central,2000,
Delhi,Central,2001,
Delhi,Central,2002,
Delhi,Central,2003,
Delhi,Central,2004,
Delhi,Central,2005,
Delhi,Central,2006,
Delhi,Central,2007,
Delhi,Central,2008,
Delhi,Central,2009,
Delhi,Central,2010,
Delhi,East,2000,
Delhi,East,2001,
Delhi,East,2002,
Delhi,East,2003,
Delhi,East,2004,
Delhi,East,2005,
Delhi,East,2006,
Delhi,East,2007,
Delhi,East,2008,
Delhi,East,2009,
Delhi,East,2010,
Delhi,New Delhi,2000,
Delhi,New Delhi,2001,
Delhi,New Delhi,2002,
Delhi,New Delhi,2003,
Delhi,New Delhi,2004,
Delhi,New Delhi,2005,
Delhi,New Delhi,2006,
Delhi,New Delhi,2007,
Delhi,New Delhi,2008,
Delhi,New Delhi,2009,
Delhi,New Delhi,2010,
Delhi,North East,2000,
Delhi,North East,2001,
Delhi,North East,2002,
Delhi,North East,2003,
Delhi,North East,2004,
Delhi,North East,2005,
Delhi,North East,2006,
Delhi,North East,2007,
Delhi,North East,2008,
Delhi,North East,2009,
Delhi,North East,2010,
Delhi,North West,2000,
Delhi,North West,2001,
Delhi,North West,2003,
Delhi,North West,2004,
Delhi,North West,2006,
Delhi,North West,2007,
Delhi,North West,2008,
Delhi,North West,2009,
Delhi,North,2000,
Delhi,North,2001,
Delhi,North,2002,
Delhi,North,2003,
Delhi,North,2004,
Delhi,North,2005,
Delhi,North,2006,
Delhi,North,2007,
Delhi,North,2008,
Delhi,North,2009,
Delhi,North,2010,
Delhi,South West,2000,
Delhi,South West,2001,
Delhi,South West,2003,
Delhi,South West,2004,
Delhi,South West,2005,
Delhi,South West,2006,
Delhi,South West,2008,
Delhi,South West,2009,
Delhi,South,2000,
Delhi,South,2001,
Delhi,South,2003,
Delhi,South,2004,
Delhi,South,2005,
Delhi,South,2006,
Delhi,South,2007,
Delhi,South,2008,
Delhi,South,2009,
Delhi,West,2000,
Delhi,West,2003,
Delhi,West,2004,
Delhi,West,2006,
Delhi,West,2007,
Delhi,West,2009,
Delhi,West,2010,
Goa,North Goa,2000,
Goa,North Goa,2001,
Goa,North Goa,2002,
Goa,North Goa,2003,
Goa,North Goa,2004,
Goa,North Goa,2006,
Goa,North Goa,2007,
Goa,North Goa,2009,
Goa,North Goa,2010,
Goa,North Goa,2013,
Goa,North Goa,2015,
Goa,North Goa,2016,
Goa,South Goa,2000,
Goa,South Goa,2001,
Goa,South Goa,2002,
Goa,South Goa,2003,
Goa,South Goa,2004,
Goa,South Goa,2005,
Goa,South Goa,2006,
Goa,South Goa,2007,
Goa,South Goa,2009,
Goa,South Goa,2010,
Gujarat,Ahmadabad,2001,
Gujarat,Ahmadabad,2003,
Gujarat,Ahmadabad,2016,
Gujarat,Amreli,2001,
Gujarat,Amreli,2003,
Gujarat,Anand,2001,
Gujarat,Anand,2003,
Gujarat,Anand,2016,
Gujarat,Banas Kantha,2001,
Gujarat,Banas Kantha,2003,
Gujarat,Banas Kantha,2004,
Gujarat,Banas Kantha,2016,
Gujarat,Bharuch,2001,
Gujarat,Bharuch,2003,
Gujarat,Bharuch,2016,
Gujarat,Bhavnagar,2001,
Gujarat,Bhavnagar,2003,
Gujarat,Bhavnagar,2016,
Gujarat,Dohad,2001,
Gujarat,Dohad,2003,
Gujarat,Dohad,2005,
Gujarat,Dohad,2016,
Gujarat,Gandhinagar,2001,
Gujarat,Gandhinagar,2003,
Gujarat,Gandhinagar,2004,
Gujarat,Gandhinagar,2006,
Gujarat,Gandhinagar,2008,
Gujarat,Gandhinagar,2016,
Gujarat,Jamnagar,2001,
Gujarat,Jamnagar,2003,
Gujarat,Jamnagar,2004,
Gujarat,Junagadh,2001,
Gujarat,Junagadh,2003,
Gujarat,Junagadh,2004,
Gujarat,Junagadh,2005,
Gujarat,Junagadh,2016,
Gujarat,Kachchh,2001,
Gujarat,Kachchh,2003,
Gujarat,Kheda,2001,
Gujarat,Kheda,2002,
Gujarat,Kheda,2003,
Gujarat,Kheda,2016,
Gujarat,Mahesana,2001,
Gujarat,Mahesana,2003,
Gujarat,Mahesana,2004,
Gujarat,Mahesana,2016,
Gujarat,Narmada,2001,
Gujarat,Narmada,2002,
Gujarat,Narmada,2003,
Gujarat,Narmada,2006,
Gujarat,Narmada,2012,
Gujarat,Narmada,2016,
Gujarat,Navsari,2001,
Gujarat,Navsari,2003,
Gujarat,Panch Mahals,2001,
Gujarat,Panch Mahals,2003,
Gujarat,Panch Mahals,2004,
Gujarat,Panch Mahals,2005,
Gujarat,Patan,2000,
Gujarat,Patan,2001,
Gujarat,Patan,2003,
Gujarat,Patan,2004,
Gujarat,Porbandar,2001,
Gujarat,Porbandar,2003,
Gujarat,Porbandar,2004,
Gujarat,Porbandar,2005,
Gujarat,Porbandar,2006,
Gujarat,Porbandar,2016,
Gujarat,Rajkot,2001,
Gujarat,Rajkot,2003,
Gujarat,Sabar Kantha,2001,
Gujarat,Sabar Kantha,2003,
Gujarat,Surat,2001,
Gujarat,Surat,2003,
Gujarat,Surat,2016,
Gujarat,Surendranagar,2001,
Gujarat,Surendranagar,2003,
Gujarat,Surendranagar,2016,
Gujarat,Tapi,2001,
Gujarat,Tapi,2003,
Gujarat,Tapi,2016,
Gujarat,The Dangs,2001,
Gujarat,The Dangs,2002,
Gujarat,The Dangs,2003,
Gujarat,The Dangs,2004,
Gujarat,The Dangs,2012,
Gujarat,Vadodara,2001,
Gujarat,Vadodara,2003,
Gujarat,Valsad,2001,
Gujarat,Valsad,2003,
Gujarat,Valsad,2013,
Haryana,Ambala,2003,
Haryana,Ambala,2011,
Haryana,Ambala,2017,
Haryana,Bhiwani,2001,
Haryana,Bhiwani,2002,
Haryana,Bhiwani,2003,
Haryana,Bhiwani,2011,
Haryana,Bhiwani,2017,
Haryana,Faridabad,2001,
Haryana,Faridabad,2002,
Haryana,Faridabad,2003,
Haryana,Faridabad,2004,
Haryana,Faridabad,2005,
Haryana,Faridabad,2006,
Haryana,Faridabad,2007,
Haryana,Faridabad,2011,
Haryana,Faridabad,2012,
Haryana,Faridabad,2015,
Haryana,Faridabad,2017,
Haryana,Fatehabad,2001,
Haryana,Fatehabad,2002,
Haryana,Fatehabad,2003,
Haryana,Fatehabad,2011,
Haryana,Fatehabad,2013,
Haryana,Fatehabad,2016,
Haryana,Fatehabad,2017,
Haryana,Gurgaon,2001,
Haryana,Gurgaon,2002,
Haryana,Gurgaon,2003,
Haryana,Gurgaon,2006,
Haryana,Gurgaon,2009,
Haryana,Gurgaon,2011,
Haryana,Gurgaon,2017,
Haryana,Hisar,2002,
Haryana,Hisar,2003,
Haryana,Hisar,2011,
Haryana,Hisar,2017,
Haryana,Jhajjar,2001,
Haryana,Jhajjar,2002,
Haryana,Jhajjar,2003,
Haryana,Jhajjar,2011,
Haryana,Jhajjar,2012,
Haryana,Jhajjar,2017,
Haryana,Jind,2002,
Haryana,Jind,2003,
Haryana,Jind,2011,
Haryana,Jind,2017,
Haryana,Kaithal,2003,
Haryana,Kaithal,2011,
Haryana,Kaithal,2016,
Haryana,Kaithal,2017,
Haryana,Karnal,2002,
Haryana,Karnal,2003,
Haryana,Karnal,2011,
Haryana,Karnal,2015,
Haryana,Karnal,2017,
Haryana,Kurukshetra,2003,
Haryana,Kurukshetra,2004,
Haryana,Kurukshetra,2006,
Haryana,Kurukshetra,2011,
Haryana,Kurukshetra,2017,
Haryana,Mahendragarh,2003,
Haryana,Mahendragarh,2016,
Haryana,Mahendragarh,2017,
Haryana,Nuh,2001,
Haryana,Nuh,2002,
Haryana,Nuh,2003,
Haryana,Nuh,2010,
Haryana,Nuh,2011,
Haryana,Nuh,2013,
Haryana,Nuh,2015,
Haryana,Nuh,2017,
Haryana,Palwal,2002,
Haryana,Palwal,2003,
Haryana,Palwal,2011,
Haryana,Palwal,2015,
Haryana,Palwal,2016,
Haryana,Palwal,2017,
Haryana,Panchkula,2003,
Haryana,Panchkula,2007,
Haryana,Panchkula,2008,
Haryana,Panchkula,2011,
Haryana,Panchkula,2016,
Haryana,Panchkula,2017,
Haryana,Panipat,2002,
Haryana,Panipat,2003,
Haryana,Panipat,2011,
Haryana,Panipat,2017,
Haryana,Rewari,2002,
Haryana,Rewari,2003,
Haryana,Rewari,2011,
Haryana,Rewari,2015,
Haryana,Rewari,2017,
Haryana,Rohtak,2001,
Haryana,Rohtak,2002,
Haryana,Rohtak,2003,
Haryana,Rohtak,2006,
Haryana,Rohtak,2011,
Haryana,Rohtak,2016,
Haryana,Rohtak,2017,
Haryana,Sirsa,2001,
Haryana,Sirsa,2002,
Haryana,Sirsa,2003,
Haryana,Sirsa,2011,
Haryana,Sirsa,2015,
Haryana,Sirsa,2017,
Haryana,Sonipat,2002,
Haryana,Sonipat,2003,
Haryana,Sonipat,2011,
Haryana,Sonipat,2017,
Haryana,Yamunanagar,2003,
Haryana,Yamunanagar,2011,
Haryana,Yamunanagar,2015,
Haryana,Yamunanagar,2017,
Himachal Pradesh,Chamba,2000,
Himachal Pradesh,Chamba,2001,
Himachal Pradesh,Chamba,2002,
Himachal Pradesh,Chamba,2003,
Himachal Pradesh,Chamba,2004,
Himachal Pradesh,Chamba,2005,
Himachal Pradesh,Chamba,2006,
Himachal Pradesh,Chamba,2007,
Himachal Pradesh,Chamba,2008,
Himachal Pradesh,Chamba,2009,
Himachal Pradesh,Chamba,2010,
Himachal Pradesh,Chamba,2011,
Himachal Pradesh,Chamba,2012,
Himachal Pradesh,Chamba,2013,
Himachal Pradesh,Chamba,2014,
Himachal Pradesh,Chamba,2015,
Himachal Pradesh,Chamba,2016,
Himachal Pradesh,Chamba,2017,
Himachal Pradesh,Hamirpur,2014,
Himachal Pradesh,Kangra,2001,
Himachal Pradesh,Kangra,2016,
Himachal Pradesh,Kangra,2017,
Himachal Pradesh,Kullu,2000,
Himachal Pradesh,Kullu,2004,
Himachal Pradesh,Kullu,2013,
Himachal Pradesh,Kullu,2014,
Himachal Pradesh,Kullu,2015,
Himachal Pradesh,Kullu,2016,
Himachal Pradesh,Kullu,2017,
Himachal Pradesh,Mandi,2000,
Himachal Pradesh,Mandi,2001,
Himachal Pradesh,Mandi,2013,
Himachal Pradesh,Mandi,2016,
Himachal Pradesh,Mandi,2017,
Himachal Pradesh,Sirmaur,2000,
Himachal Pradesh,Sirmaur,2001,
Himachal Pradesh,Sirmaur,2002,
Himachal Pradesh,Sirmaur,2013,
Himachal Pradesh,Sirmaur,2016,
Himachal Pradesh,Sirmaur,2017,
Himachal Pradesh,Solan,2013,
Himachal Pradesh,Solan,2016,
Himachal Pradesh,Solan,2017,
Himachal Pradesh,Una,2001,
Himachal Pradesh,Una,2016,
Himachal Pradesh,Una,2017,
Jammu And Kashmir,Anantnag,2000,
Jammu And Kashmir,Anantnag,2001,
Jammu And Kashmir,Anantnag,2002,
Jammu And Kashmir,Anantnag,2003,
Jammu And Kashmir,Anantnag,2004,
Jammu And Kashmir,Anantnag,2005,
Jammu And Kashmir,Anantnag,2006,
Jammu And Kashmir,Anantnag,2007,
Jammu And Kashmir,Anantnag,2008,
Jammu And Kashmir,Anantnag,2009,
Jammu And Kashmir,Anantnag,2010,
Jammu And Kashmir,Anantnag,2011,
Jammu And Kashmir,Anantnag,2016,
Jammu And Kashmir,Anantnag,2017,
Jammu And Kashmir,Anantnag,2018,
Jammu And Kashmir,Baramulla,2000,
Jammu And Kashmir,Baramulla,2001,
Jammu And Kashmir,Baramulla,2002,
Jammu And Kashmir,Baramulla,2003,
Jammu And Kashmir,Baramulla,2004,
Jammu And Kashmir,Baramulla,2005,
Jammu And Kashmir,Baramulla,2006,
Jammu And Kashmir,Baramulla,2007,
Jammu And Kashmir,Baramulla,2008,
Jammu And Kashmir,Baramulla,2009,
Jammu And Kashmir,Baramulla,2010,
Jammu And Kashmir,Baramulla,2011,
Jammu And Kashmir,Baramulla,2012,
Jammu And Kashmir,Baramulla,2016,
Jammu And Kashmir,Baramulla,2017,
Jammu And Kashmir,Baramulla,2018,
Jammu And Kashmir,Jammu,2011,
Jammu And Kashmir,Jammu,2017,
Jammu And Kashmir,Jammu,2018,
Jammu And Kashmir,Kathua,2011,
Jammu And Kashmir,Kathua,2017,
Jammu And Kashmir,Kathua,2018,
Jammu And Kashmir,Kulgam,2000,
Jammu And Kashmir,Kulgam,2001,
Jammu And Kashmir,Kulgam,2002,
Jammu And Kashmir,Kulgam,2003,
Jammu And Kashmir,Kulgam,2004,
Jammu And Kashmir,Kulgam,2005,
Jammu And Kashmir,Kulgam,2006,
Jammu And Kashmir,Kulgam,2007,
Jammu And Kashmir,Kulgam,2008,
Jammu And Kashmir,Kulgam,2009,
Jammu And Kashmir,Kulgam,2010,
Jammu And Kashmir,Kulgam,2011,
Jammu And Kashmir,Kulgam,2012,
Jammu And Kashmir,Kulgam,2013,
Jammu And Kashmir,Kulgam,2014,
Jammu And Kashmir,Kulgam,2015,
Jammu And Kashmir,Kulgam,2016,
Jammu And Kashmir,Kulgam,2017,
Jammu And Kashmir,Kulgam,2018,
Jammu And Kashmir,Kupwara,2000,
Jammu And Kashmir,Kupwara,2001,
Jammu And Kashmir,Kupwara,2002,
Jammu And Kashmir,Kupwara,2003,
Jammu And Kashmir,Kupwara,2004,
Jammu And Kashmir,Kupwara,2005,
Jammu And Kashmir,Kupwara,2006,
Jammu And Kashmir,Kupwara,2007,
Jammu And Kashmir,Kupwara,2008,
Jammu And Kashmir,Kupwara,2009,
Jammu And Kashmir,Kupwara,2010,
Jammu And Kashmir,Kupwara,2011,
Jammu And Kashmir,Kupwara,2012,
Jammu And Kashmir,Kupwara,2016,
Jammu And Kashmir,Kupwara,2017,
Jammu And Kashmir,Kupwara,2018,
Jammu And Kashmir,Poonch,2000,
Jammu And Kashmir,Poonch,2001,
Jammu And Kashmir,Poonch,2002,
Jammu And Kashmir,Poonch,2003,
Jammu And Kashmir,Poonch,2007,
Jammu And Kashmir,Poonch,2011,
Jammu And Kashmir,Poonch,2016,
Jammu And Kashmir,Poonch,2017,
Jammu And Kashmir,Poonch,2018,
Jammu And Kashmir,Pulwama,2000,
Jammu And Kashmir,Pulwama,2001,
Jammu And Kashmir,Pulwama,2002,
Jammu And Kashmir,Pulwama,2003,
Jammu And Kashmir,Pulwama,2005,
Jammu And Kashmir,Pulwama,2006,
Jammu And Kashmir,Pulwama,2007,
Jammu And Kashmir,Pulwama,2008,
Jammu And Kashmir,Pulwama,2009,
Jammu And Kashmir,Pulwama,2010,
Jammu And Kashmir,Pulwama,2011,
Jammu And Kashmir,Pulwama,2016,
Jammu And Kashmir,Pulwama,2017,
Jammu And Kashmir,Pulwama,2018,
Jammu And Kashmir,Rajauri,2011,
Jammu And Kashmir,Rajauri,2016,
Jammu And Kashmir,Rajauri,2017,
Jammu And Kashmir,Rajauri,2018,
Jammu And Kashmir,Rajouri,2001,
Jammu And Kashmir,Rajouri,2002,
Jammu And Kashmir,Rajouri,2003,
Jammu And Kashmir,Rajouri,2004,
Jammu And Kashmir,Rajouri,2005,
Jammu And Kashmir,Rajouri,2006,
Jammu And Kashmir,Rajouri,2009,
Jammu And Kashmir,Rajouri,2010,
Jammu And Kashmir,Rajouri,2011,
Jammu And Kashmir,Rajouri,2012,
Jammu And Kashmir,Rajouri,2016,
Jammu And Kashmir,Rajouri,2017,
Jammu And Kashmir,Rajouri,2018,
Jammu And Kashmir,Reasi,2000,
Jammu And Kashmir,Reasi,2001,
Jammu And Kashmir,Reasi,2002,
Jammu And Kashmir,Reasi,2003,
Jammu And Kashmir,Reasi,2006,
Jammu And Kashmir,Reasi,2011,
Jammu And Kashmir,Reasi,2012,
Jammu And Kashmir,Reasi,2016,
Jammu And Kashmir,Reasi,2017,
Jammu And Kashmir,Reasi,2018,
Jammu And Kashmir,ReasiÃ‚Â ,2000,
Jammu And Kashmir,ReasiÃ‚Â ,2001,
Jammu And Kashmir,ReasiÃ‚Â ,2002,
Jammu And Kashmir,ReasiÃ‚Â ,2003,
Jammu And Kashmir,ReasiÃ‚Â ,2004,
Jammu And Kashmir,ReasiÃ‚Â ,2005,
Jammu And Kashmir,ReasiÃ‚Â ,2006,
Jammu And Kashmir,ReasiÃ‚Â ,2007,
Jammu And Kashmir,ReasiÃ‚Â ,2008,
Jammu And Kashmir,ReasiÃ‚Â ,2009,
Jammu And Kashmir,ReasiÃ‚Â ,2010,
Jammu And Kashmir,ReasiÃ‚Â ,2011,
Jammu And Kashmir,ReasiÃ‚Â ,2012,
Jammu And Kashmir,ReasiÃ‚Â ,2013,
Jammu And Kashmir,ReasiÃ‚Â ,2014,
Jammu And Kashmir,ReasiÃ‚Â ,2016,
Jammu And Kashmir,ReasiÃ‚Â ,2017,
Jammu And Kashmir,ReasiÃ‚Â ,2018,
Jammu And Kashmir,Srinagar,2000,
Jammu And Kashmir,Srinagar,2001,
Jammu And Kashmir,Srinagar,2002,
Jammu And Kashmir,Srinagar,2003,
Jammu And Kashmir,Srinagar,2004,
Jammu And Kashmir,Srinagar,2005,
Jammu And Kashmir,Srinagar,2006,
Jammu And Kashmir,Srinagar,2007,
Jammu And Kashmir,Srinagar,2008,
Jammu And Kashmir,Srinagar,2009,
Jammu And Kashmir,Srinagar,2010,
Jammu And Kashmir,Srinagar,2011,
Jammu And Kashmir,Srinagar,2012,
Jammu And Kashmir,Srinagar,2016,
Jammu And Kashmir,Srinagar,2017,
Jammu And Kashmir,Srinagar,2018,
Jammu And Kashmir,Udhampur,2000,
Jammu And Kashmir,Udhampur,2011,
Jammu And Kashmir,Udhampur,2016,
Jammu And Kashmir,Udhampur,2017,
Jammu And Kashmir,Udhampur,2018,
Jharkhand,Bokaro,2000,
Jharkhand,Bokaro,2001,
Jharkhand,Bokaro,2002,
Jharkhand,Bokaro,2003,
Jharkhand,Bokaro,2004,
Jharkhand,Bokaro,2005,
Jharkhand,Bokaro,2006,
Jharkhand,Bokaro,2010,
Jharkhand,Bokaro,2011,
Jharkhand,Bokaro,2014,
Jharkhand,Bokaro,2015,
Jharkhand,Bokaro,2016,
Jharkhand,Bokaro,2017,
Jharkhand,Bokaro,2018,
Jharkhand,Chatra,2000,
Jharkhand,Chatra,2001,
Jharkhand,Chatra,2002,
Jharkhand,Chatra,2003,
Jharkhand,Chatra,2005,
Jharkhand,Chatra,2006,
Jharkhand,Chatra,2007,
Jharkhand,Chatra,2014,
Jharkhand,Chatra,2015,
Jharkhand,Chatra,2016,
Jharkhand,Chatra,2017,
Jharkhand,Chatra,2018,
Jharkhand,Deoghar,2001,
Jharkhand,Deoghar,2002,
Jharkhand,Deoghar,2003,
Jharkhand,Deoghar,2005,
Jharkhand,Deoghar,2006,
Jharkhand,Deoghar,2007,
Jharkhand,Deoghar,2008,
Jharkhand,Deoghar,2012,
Jharkhand,Deoghar,2014,
Jharkhand,Deoghar,2015,
Jharkhand,Deoghar,2016,
Jharkhand,Deoghar,2017,
Jharkhand,Deoghar,2018,
Jharkhand,Dhanbad,2001,
Jharkhand,Dhanbad,2002,
Jharkhand,Dhanbad,2003,
Jharkhand,Dhanbad,2004,
Jharkhand,Dhanbad,2005,
Jharkhand,Dhanbad,2006,
Jharkhand,Dhanbad,2008,
Jharkhand,Dhanbad,2010,
Jharkhand,Dhanbad,2014,
Jharkhand,Dhanbad,2015,
Jharkhand,Dhanbad,2016,
Jharkhand,Dhanbad,2017,
Jharkhand,Dumka,2000,
Jharkhand,Dumka,2001,
Jharkhand,Dumka,2002,
Jharkhand,Dumka,2003,
Jharkhand,Dumka,2004,
Jharkhand,Dumka,2007,
Jharkhand,Dumka,2014,
Jharkhand,Dumka,2015,
Jharkhand,Dumka,2016,
Jharkhand,Dumka,2017,
Jharkhand,Dumka,2018,
Jharkhand,Garhwa,2000,
Jharkhand,Garhwa,2001,
Jharkhand,Garhwa,2002,
Jharkhand,Garhwa,2005,
Jharkhand,Garhwa,2006,
Jharkhand,Garhwa,2007,
Jharkhand,Garhwa,2008,
Jharkhand,Garhwa,2012,
Jharkhand,Garhwa,2013,
Jharkhand,Garhwa,2014,
Jharkhand,Garhwa,2017,
Jharkhand,Giridih,2001,
Jharkhand,Giridih,2002,
Jharkhand,Giridih,2003,
Jharkhand,Giridih,2005,
Jharkhand,Giridih,2006,
Jharkhand,Giridih,2007,
Jharkhand,Giridih,2009,
Jharkhand,Giridih,2011,
Jharkhand,Giridih,2013,
Jharkhand,Giridih,2014,
Jharkhand,Giridih,2015,
Jharkhand,Giridih,2016,
Jharkhand,Giridih,2017,
Jharkhand,Giridih,2018,
Jharkhand,Godda,2001,
Jharkhand,Godda,2002,
Jharkhand,Godda,2003,
Jharkhand,Godda,2005,
Jharkhand,Godda,2006,
Jharkhand,Godda,2007,
Jharkhand,Godda,2008,
Jharkhand,Godda,2009,
Jharkhand,Godda,2010,
Jharkhand,Godda,2011,
Jharkhand,Godda,2014,
Jharkhand,Godda,2015,
Jharkhand,Godda,2016,
Jharkhand,Godda,2017,
Jharkhand,Godda,2018,
Jharkhand,Gumla,2000,
Jharkhand,Gumla,2001,
Jharkhand,Gumla,2002,
Jharkhand,Gumla,2003,
Jharkhand,Gumla,2004,
Jharkhand,Gumla,2005,
Jharkhand,Gumla,2006,
Jharkhand,Gumla,2014,
Jharkhand,Gumla,2015,
Jharkhand,Gumla,2016,
Jharkhand,Gumla,2017,
Jharkhand,Gumla,2018,
Jharkhand,Hazaribagh,2000,
Jharkhand,Hazaribagh,2001,
Jharkhand,Hazaribagh,2002,
Jharkhand,Hazaribagh,2003,
Jharkhand,Hazaribagh,2005,
Jharkhand,Hazaribagh,2006,
Jharkhand,Hazaribagh,2011,
Jharkhand,Hazaribagh,2014,
Jharkhand,Hazaribagh,2015,
Jharkhand,Hazaribagh,2016,
Jharkhand,Hazaribagh,2017,
Jharkhand,Hazaribagh,2018,
Jharkhand,Jamtara,2001,
Jharkhand,Jamtara,2002,
Jharkhand,Jamtara,2003,
Jharkhand,Jamtara,2004,
Jharkhand,Jamtara,2005,
Jharkhand,Jamtara,2006,
Jharkhand,Jamtara,2008,
Jharkhand,Jamtara,2009,
Jharkhand,Jamtara,2011,
Jharkhand,Jamtara,2012,
Jharkhand,Jamtara,2013,
Jharkhand,Jamtara,2014,
Jharkhand,Jamtara,2015,
Jharkhand,Jamtara,2016,
Jharkhand,Jamtara,2017,
Jharkhand,Jamtara,2018,
Jharkhand,Khunti,2000,
Jharkhand,Khunti,2001,
Jharkhand,Khunti,2002,
Jharkhand,Khunti,2003,
Jharkhand,Khunti,2004,
